OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
53-4099,"Rail Transportation Workers, All Other",detailed,"4,550",8.3,28.25,"58,760",3.9,13.58,20.49,28.77,36.46,42.87,"28,240","42,610","59,840","75,830","89,160",,
25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"195,780",1.4,*,"58,640",0.7,*,*,*,*,*,"36,900","44,710","55,810","70,220","86,990",TRUE,
29-2034,Radiologic Technologists,detailed,"195,590",0.9,28.13,"58,520",0.3,18.32,22.05,27.25,33.40,39.26,"38,110","45,870","56,670","69,480","81,660",,
17-3020,"Engineering Technicians, Except Drafters",broad,"437,440",1.0,28.12,"58,490",0.4,16.17,20.70,27.14,34.25,42.00,"33,630","43,050","56,450","71,230","87,370",,
25-2023,"Career/Technical Education Teachers, Middle School",detailed,"13,090",5.5,*,"58,480",1.1,*,*,*,*,*,"37,130","44,710","55,190","68,630","86,720",TRUE,
53-1030,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,broad,"203,550",0.7,28.11,"58,470",0.4,15.86,20.45,26.85,34.38,42.44,"32,990","42,540","55,860","71,510","88,280",,
53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,detailed,"203,550",0.7,28.11,"58,470",0.4,15.86,20.45,26.85,34.38,42.44,"32,990","42,540","55,860","71,510","88,280",,
29-1030,Dietitians and Nutritionists,broad,"59,740",1.2,28.08,"58,410",0.4,16.94,22.19,27.84,33.93,38.92,"35,240","46,160","57,910","70,580","80,950",,
29-1031,Dietitians and Nutritionists,detailed,"59,740",1.2,28.08,"58,410",0.4,16.94,22.19,27.84,33.93,38.92,"35,240","46,160","57,910","70,580","80,950",,
41-9022,Real Estate Sales Agents,detailed,"151,700",1.6,28.08,"58,410",1.5,10.47,13.93,20.85,33.90,53.16,"21,780","28,980","43,370","70,520","110,560",,
13-2020,Appraisers and Assessors of Real Estate,broad,"60,290",2.5,28.08,"58,400",1.2,13.00,17.98,24.93,35.42,46.67,"27,040","37,400","51,860","73,680","97,080",,
13-2021,Appraisers and Assessors of Real Estate,detailed,"60,290",2.5,28.08,"58,400",1.2,13.00,17.98,24.93,35.42,46.67,"27,040","37,400","51,860","73,680","97,080",,
27-2000,"Entertainers and Performers, Sports and Related Workers",minor,"498,020",1.8,28.07,"58,380",1.3,9.00,11.54,19.25,31.96,55.74,"18,720","24,010","40,030","66,480","115,930",,
31-2011,Occupational Therapy Assistants,detailed,"35,460",3.2,28.05,"58,340",0.7,18.48,22.98,27.82,33.25,37.54,"38,440","47,800","57,870","69,170","78,080",,
25-2051,"Special Education Teachers, Preschool",detailed,"29,230",5.0,*,"58,210",1.8,*,*,*,*,*,"33,400","42,080","53,990","71,280","91,280",TRUE,
25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"77,430",2.2,*,"58,170",0.5,*,*,*,*,*,"38,320","45,490","56,130","69,620","83,180",TRUE,
25-2020,Elementary and Middle School Teachers,broad,"2,027,280",0.6,*,"58,060",0.5,*,*,*,*,*,"36,530","44,180","55,200","69,770","86,050",TRUE,
33-2020,Fire Inspectors,broad,"13,940",1.7,27.89,"58,020",1.0,15.20,19.84,26.34,35.09,43.76,"31,610","41,260","54,790","72,980","91,030",,
53-4010,Locomotive Engineers and Operators,broad,"43,560",7.3,27.87,"57,980",1.7,18.68,21.78,26.46,31.37,39.46,"38,850","45,300","55,030","65,240","82,070",,
21-1029,"Social Workers, All Other",detailed,"59,570",1.6,27.87,"57,970",0.5,16.05,20.05,28.15,34.93,40.10,"33,380","41,700","58,560","72,650","83,400",,
11-9080,Lodging Managers,broad,"35,480",2.9,27.79,"57,810",1.2,13.60,17.64,23.91,32.44,45.35,"28,300","36,700","49,720","67,460","94,330",,
11-9081,Lodging Managers,detailed,"35,480",2.9,27.79,"57,810",1.2,13.60,17.64,23.91,32.44,45.35,"28,300","36,700","49,720","67,460","94,330",,
25-2021,"Elementary School Teachers, Except Special Education",detailed,"1,381,430",0.7,*,"57,730",0.5,*,*,*,*,*,"36,190","43,900","54,890","69,450","85,550",TRUE,
25-2059,"Special Education Teachers, All Other",detailed,"38,410",3.1,*,"57,670",2.5,*,*,*,*,*,"31,730","42,200","53,920","70,660","90,420",TRUE,
53-7071,Gas Compressor and Gas Pumping Station Operators,detailed,"4,100",7.1,27.65,"57,510",1.3,17.79,24.03,28.06,32.65,36.83,"37,010","49,990","58,350","67,910","76,620",,
13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,"59,640",0.3,27.54,"57,280",0.3,15.22,19.19,24.73,34.04,46.18,"31,660","39,910","51,430","70,800","96,060",,
53-4000,Rail Transportation Workers,minor,"122,010",5.5,27.52,"57,230",1.2,18.57,21.94,26.88,32.14,37.84,"38,630","45,640","55,900","66,840","78,710",,
13-1130,Fundraisers,broad,"62,720",2.1,27.49,"57,170",0.7,15.07,19.46,25.47,34.18,43.64,"31,340","40,470","52,970","71,100","90,770",,
13-1131,Fundraisers,detailed,"62,720",2.1,27.49,"57,170",0.7,15.07,19.46,25.47,34.18,43.64,"31,340","40,470","52,970","71,100","90,770",,
25-4012,Curators,detailed,"11,870",2.6,27.40,"56,990",1.1,13.67,18.14,24.77,33.84,44.09,"28,440","37,740","51,520","70,390","91,710",,
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"1,843,600",0.5,27.39,"56,980",0.5,9.91,14.41,22.19,33.66,48.71,"20,600","29,980","46,160","70,020","101,310",,
33-3000,Law Enforcement Workers,minor,"1,223,890",0.4,27.34,"56,860",0.7,14.57,18.28,25.03,34.81,43.72,"30,300","38,020","52,070","72,400","90,930",,
53-4030,Railroad Conductors and Yardmasters,broad,"42,330",6.0,27.29,"56,760",1.3,18.49,21.94,26.89,32.03,37.47,"38,450","45,630","55,930","66,630","77,940",,
53-4031,Railroad Conductors and Yardmasters,detailed,"42,330",6.0,27.29,"56,760",1.3,18.49,21.94,26.89,32.03,37.47,"38,450","45,630","55,930","66,630","77,940",,
21-1091,Health Educators,detailed,"57,570",1.6,27.26,"56,690",1.5,14.54,18.56,24.98,34.15,44.69,"30,250","38,610","51,960","71,020","92,950",,
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,"69,290",1.7,27.25,"56,670",0.7,16.62,21.35,26.77,32.20,38.00,"34,570","44,400","55,690","66,970","79,030",,
17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",minor,"696,250",0.8,27.24,"56,650",0.3,15.75,19.97,26.03,33.09,40.85,"32,770","41,540","54,140","68,830","84,970",,
17-3013,Mechanical Drafters,detailed,"65,250",1.5,27.22,"56,610",0.7,16.36,20.35,25.73,32.70,41.28,"34,030","42,320","53,520","68,020","85,860",,
21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,"253,460",0.9,27.16,"56,490",0.6,15.52,19.77,25.80,33.50,42.14,"32,280","41,120","53,660","69,680","87,640",,
29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,"39,440",2.3,27.12,"56,400",1.2,12.33,16.01,23.21,36.14,48.26,"25,650","33,300","48,270","75,180","100,390",,
17-3027,Mechanical Engineering Technicians,detailed,"48,910",2.6,27.11,"56,390",0.8,16.26,20.36,25.92,32.45,38.95,"33,830","42,340","53,910","67,500","81,010",,
25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",minor,"4,080,100",0.4,*,"56,370",0.5,*,*,*,*,*,"32,690","42,120","53,860","68,920","86,080",TRUE,
17-3024,Electro-Mechanical Technicians,detailed,"14,720",4.1,27.08,"56,320",1.3,16.14,20.00,25.65,33.11,40.64,"33,580","41,600","53,340","68,870","84,520",,
17-3026,Industrial Engineering Technicians,detailed,"62,290",2.3,27.08,"56,320",0.7,16.30,20.37,25.86,32.38,39.91,"33,910","42,360","53,780","67,340","83,000",,
23-2090,Miscellaneous Legal Support Workers,broad,"117,850",1.9,27.04,"56,250",0.7,13.45,17.44,23.23,31.88,46.76,"27,980","36,280","48,310","66,310","97,260",,
43-1000,Supervisors of Office and Administrative Support Workers,minor,"1,424,450",0.3,27.01,"56,170",0.1,15.27,19.48,25.30,32.47,41.02,"31,770","40,530","52,630","67,540","85,320",,
43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,"1,424,450",0.3,27.01,"56,170",0.1,15.27,19.48,25.30,32.47,41.02,"31,770","40,530","52,630","67,540","85,320",,
43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"1,424,450",0.3,27.01,"56,170",0.1,15.27,19.48,25.30,32.47,41.02,"31,770","40,530","52,630","67,540","85,320",,
29-2031,Cardiovascular Technologists and Technicians,detailed,"51,400",1.3,26.97,"56,100",0.4,13.66,18.11,26.38,34.54,41.91,"28,420","37,670","54,880","71,840","87,170",,
15-1150,Computer Support Specialists,broad,"769,630",0.7,26.92,"55,980",0.3,14.69,18.82,24.75,32.99,43.42,"30,560","39,140","51,470","68,630","90,310",,
25-1190,Miscellaneous Postsecondary Teachers,broad,"457,750",1.3,*,"55,920",1.2,*,*,*,*,*,"19,310","31,760","47,780","70,730","99,820",TRUE,
17-3010,Drafters,broad,"205,190",1.2,26.84,"55,820",0.4,16.15,20.05,25.35,31.85,40.07,"33,590","41,700","52,720","66,240","83,350",,
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,"42,510",2.4,26.81,"55,760",0.9,14.77,18.82,26.01,34.23,41.41,"30,720","39,150","54,100","71,200","86,140",,
47-2110,Electricians,broad,"592,230",0.8,26.73,"55,590",0.5,15.10,18.74,24.94,32.95,42.37,"31,410","38,990","51,880","68,540","88,130",,
47-2111,Electricians,detailed,"592,230",0.8,26.73,"55,590",0.5,15.10,18.74,24.94,32.95,42.37,"31,410","38,990","51,880","68,540","88,130",,
51-8099,"Plant and System Operators, All Other",detailed,"11,540",3.6,26.70,"55,530",1.0,15.34,20.45,26.70,32.00,37.23,"31,900","42,540","55,540","66,560","77,450",,
27-1025,Interior Designers,detailed,"51,050",2.7,26.69,"55,510",1.3,12.56,17.12,23.48,32.64,43.93,"26,130","35,600","48,840","67,900","91,360",,
47-5060,"Roof Bolters, Mining",broad,"5,220",14.5,26.68,"55,500",1.1,20.63,23.43,26.42,29.25,33.49,"42,920","48,720","54,950","60,840","69,670",,
47-5061,"Roof Bolters, Mining",detailed,"5,220",14.5,26.68,"55,500",1.1,20.63,23.43,26.42,29.25,33.49,"42,920","48,720","54,950","60,840","69,670",,
43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,"666,490",0.5,26.66,"55,460",0.2,16.26,20.24,25.66,32.18,38.22,"33,830","42,100","53,370","66,940","79,500",,
53-2022,Airfield Operations Specialists,detailed,"7,920",4.8,26.64,"55,400",2.4,12.66,17.25,24.94,32.95,45.83,"26,340","35,880","51,880","68,540","95,330",,
31-2021,Physical Therapist Assistants,detailed,"81,230",1.5,26.56,"55,250",0.5,15.69,21.19,26.52,31.69,36.99,"32,640","44,070","55,170","65,920","76,940",,
47-2072,Pile-Driver Operators,detailed,"3,670",7.2,26.51,"55,150",2.6,13.66,17.33,23.77,36.24,44.58,"28,400","36,050","49,430","75,370","92,720",,
53-7110,Mine Shuttle Car Operators,broad,"2,310",7.7,26.50,"55,120",1.2,20.78,23.62,26.59,29.27,32.28,"43,230","49,130","55,320","60,890","67,150",,
53-7111,Mine Shuttle Car Operators,detailed,"2,310",7.7,26.50,"55,120",1.2,20.78,23.62,26.59,29.27,32.28,"43,230","49,130","55,320","60,890","67,150",,
47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,"391,680",1.2,26.49,"55,100",0.5,14.27,18.20,24.34,32.82,43.13,"29,680","37,860","50,620","68,270","89,720",,
33-3030,Fish and Game Wardens,broad,"5,630",0.6,26.43,"54,970",0.4,16.65,20.57,25.38,31.19,36.79,"34,620","42,780","52,780","64,870","76,510",,
33-3031,Fish and Game Wardens,detailed,"5,630",0.6,26.43,"54,970",0.4,16.65,20.57,25.38,31.19,36.79,"34,620","42,780","52,780","64,870","76,510",,
27-1027,Set and Exhibit Designers,detailed,"11,930",5.6,26.40,"54,920",1.7,11.82,16.68,23.81,33.60,44.45,"24,580","34,690","49,530","69,900","92,470",,
47-2220,Structural Iron and Steel Workers,broad,"64,280",2.7,26.32,"54,750",1.1,14.31,17.55,24.28,33.43,43.50,"29,770","36,500","50,490","69,530","90,490",,
47-2221,Structural Iron and Steel Workers,detailed,"64,280",2.7,26.32,"54,750",1.1,14.31,17.55,24.28,33.43,43.50,"29,770","36,500","50,490","69,530","90,490",,
23-2091,Court Reporters,detailed,"17,670",2.9,26.31,"54,720",1.6,13.07,17.71,23.80,32.18,43.51,"27,180","36,840","49,500","66,930","90,510",,
49-9092,Commercial Divers,detailed,"3,450",13.4,26.27,"54,640",2.5,14.58,18.43,24.26,29.90,42.53,"30,320","38,330","50,470","62,190","88,470",,
53-7020,Crane and Tower Operators,broad,"46,490",2.9,26.23,"54,560",1.2,15.10,18.90,24.83,31.76,39.79,"31,410","39,310","51,650","66,050","82,760",,
53-7021,Crane and Tower Operators,detailed,"46,490",2.9,26.23,"54,560",1.2,15.10,18.90,24.83,31.76,39.79,"31,410","39,310","51,650","66,050","82,760",,
53-4012,Locomotive Firers,detailed,"1,610",33.3,26.22,"54,540",6.3,17.23,20.46,23.30,29.91,43.55,"35,840","42,550","48,470","62,220","90,590",,
25-2012,"Kindergarten Teachers, Except Special Education",detailed,"158,150",1.3,*,"54,510",0.5,*,*,*,*,*,"33,940","41,700","51,640","63,800","79,960",TRUE,
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,"219,100",1.4,26.21,"54,510",0.5,14.53,18.78,26.24,33.61,37.69,"30,210","39,070","54,570","69,920","78,400",,
49-2020,Radio and Telecommunications Equipment Installers and Repairers,broad,"233,260",1.3,26.16,"54,420",0.4,14.53,18.75,26.15,33.56,37.67,"30,230","39,010","54,390","69,810","78,360",,
53-1000,Supervisors of Transportation and Material Moving Workers,minor,"386,340",0.5,26.10,"54,290",0.3,14.79,18.70,24.66,31.85,39.16,"30,770","38,890","51,280","66,260","81,450",,
25-1194,"Vocational Education Teachers, Postsecondary",detailed,"119,800",1.8,26.09,"54,260",0.8,13.26,17.79,23.79,31.76,42.75,"27,590","37,010","49,470","66,070","88,910",,
49-9052,Telecommunications Line Installers and Repairers,detailed,"106,360",2.5,26.06,"54,200",0.8,13.63,17.63,25.44,34.43,38.99,"28,360","36,670","52,920","71,620","81,090",,
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,"12,240",6.9,26.04,"54,170",3.0,9.20,14.06,22.34,32.99,47.66,"19,140","29,250","46,460","68,610","99,140",,
49-3043,Rail Car Repairers,detailed,"21,410",4.2,26.02,"54,130",1.5,15.49,20.98,26.72,30.62,36.16,"32,210","43,640","55,570","63,690","75,200",,
49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,"12,130",3.9,26.01,"54,110",1.3,14.43,19.18,26.13,31.20,37.60,"30,020","39,890","54,350","64,890","78,220",,
21-1092,Probation Officers and Correctional Treatment Specialists,detailed,"87,950",0.8,26.00,"54,080",0.7,15.82,18.57,23.73,31.64,41.41,"32,900","38,630","49,360","65,810","86,140",,
25-3010,Adult Basic and Secondary Education and Literacy Teachers and Instructors,broad,"65,110",3.6,25.99,"54,060",1.1,13.88,18.83,24.17,31.88,39.97,"28,870","39,170","50,280","66,300","83,140",,
25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,"65,110",3.6,25.99,"54,060",1.1,13.88,18.83,24.17,31.88,39.97,"28,870","39,170","50,280","66,300","83,140",,
47-2170,Reinforcing Iron and Rebar Workers,broad,"20,060",5.3,25.98,"54,030",2.3,13.35,16.50,23.08,34.15,43.87,"27,760","34,320","48,010","71,030","91,240",,
47-2171,Reinforcing Iron and Rebar Workers,detailed,"20,060",5.3,25.98,"54,030",2.3,13.35,16.50,23.08,34.15,43.87,"27,760","34,320","48,010","71,030","91,240",,
21-1022,Healthcare Social Workers,detailed,"155,590",1.8,25.97,"54,020",0.5,15.48,19.56,25.18,30.80,37.44,"32,190","40,690","52,380","64,060","77,880",,
53-4020,"Railroad Brake, Signal, and Switch Operators",broad,"18,970",7.4,25.96,"53,990",1.1,18.38,21.41,25.97,30.12,35.07,"38,230","44,530","54,020","62,640","72,950",,
53-4021,"Railroad Brake, Signal, and Switch Operators",detailed,"18,970",7.4,25.96,"53,990",1.1,18.38,21.41,25.97,30.12,35.07,"38,230","44,530","54,020","62,640","72,950",,
25-4011,Archivists,detailed,"5,460",3.7,25.90,"53,880",1.4,14.63,18.18,24.16,31.13,41.36,"30,430","37,820","50,250","64,750","86,040",,
47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",broad,"432,380",1.1,25.89,"53,860",0.5,13.86,17.66,23.72,32.01,42.12,"28,820","36,720","49,340","66,570","87,610",,
29-9090,Miscellaneous Health Practitioners and Technical Workers,broad,"65,410",1.7,25.82,"53,710",0.9,12.78,16.83,22.64,32.01,44.94,"26,590","35,000","47,090","66,580","93,470",,
17-3019,"Drafters, All Other",detailed,"15,470",3.3,25.80,"53,660",1.7,15.10,18.59,23.87,30.69,39.37,"31,400","38,660","49,650","63,840","81,890",,
11-9050,Food Service Managers,broad,"201,370",1.0,25.79,"53,640",0.6,13.84,18.01,23.41,30.32,39.91,"28,780","37,450","48,690","63,070","83,010",,
11-9051,Food Service Managers,detailed,"201,370",1.0,25.79,"53,640",0.6,13.84,18.01,23.41,30.32,39.91,"28,780","37,450","48,690","63,070","83,010",,
15-2091,Mathematical Technicians,detailed,820,6.4,25.79,"53,630",3.2,13.65,16.90,22.40,30.40,42.20,"28,390","35,150","46,600","63,230","87,770",,
23-2000,Legal Support Workers,minor,"389,790",0.9,25.75,"53,550",0.4,14.33,17.98,23.40,30.39,40.01,"29,800","37,400","48,680","63,200","83,230",,
31-2010,Occupational Therapy Assistants and Aides,broad,"43,030",3.1,25.74,"53,550",1.0,13.19,19.35,26.21,31.93,36.97,"27,440","40,260","54,520","66,420","76,900",,
21-1013,Marriage and Family Therapists,detailed,"32,070",2.8,25.73,"53,520",1.3,14.68,18.03,23.37,31.14,39.40,"30,540","37,500","48,600","64,780","81,960",,
17-3011,Architectural and Civil Drafters,detailed,"95,280",1.7,25.71,"53,470",0.5,15.99,19.62,24.38,29.95,37.24,"33,260","40,810","50,710","62,290","77,450",,
27-4000,Media and Communication Equipment Workers,minor,"220,950",1.8,25.59,"53,220",1.1,9.78,13.93,20.91,31.90,46.49,"20,350","28,970","43,480","66,360","96,690",,
47-2082,Tapers,detailed,"17,500",3.7,25.52,"53,080",1.5,14.01,17.56,23.06,33.40,42.66,"29,140","36,520","47,970","69,470","88,720",,
49-9080,Wind Turbine Service Technicians,broad,"3,950",12.6,25.50,"53,030",1.8,17.79,20.75,24.55,28.96,34.53,"37,010","43,150","51,050","60,250","71,820",,
49-9081,Wind Turbine Service Technicians,detailed,"3,950",12.6,25.50,"53,030",1.8,17.79,20.75,24.55,28.96,34.53,"37,010","43,150","51,050","60,250","71,820",,
25-0000,"Education, Training, and Library Occupations",major,"8,542,670",0.3,25.48,"53,000",0.4,10.24,15.01,22.70,31.76,43.28,"21,300","31,220","47,220","66,060","90,020",,
39-4030,"Morticians, Undertakers, and Funeral Directors",broad,"25,470",2.6,25.47,"52,990",1.4,12.98,17.43,23.31,30.55,39.43,"27,000","36,250","48,490","63,550","82,010",,
39-4031,"Morticians, Undertakers, and Funeral Directors",detailed,"25,470",2.6,25.47,"52,990",1.4,12.98,17.43,23.31,30.55,39.43,"27,000","36,250","48,490","63,550","82,010",,
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,"14,160",4.7,25.45,"52,940",1.2,14.66,18.38,24.84,32.62,37.35,"30,490","38,240","51,660","67,860","77,690",,
39-3092,Costume Attendants,detailed,"6,120",6.4,25.42,"52,870",4.4,9.41,13.24,21.40,32.36,43.96,"19,570","27,540","44,500","67,310","91,440",,
29-2092,Hearing Aid Specialists,detailed,"5,920",7.2,25.41,"52,850",2.5,12.82,16.64,23.85,32.06,38.18,"26,660","34,620","49,600","66,680","79,400",,
33-9020,Private Detectives and Investigators,broad,"30,460",7.9,25.41,"52,840",3.5,12.94,16.86,21.93,30.20,40.96,"26,920","35,070","45,610","62,820","85,190",,
33-9021,Private Detectives and Investigators,detailed,"30,460",7.9,25.41,"52,840",3.5,12.94,16.86,21.93,30.20,40.96,"26,920","35,070","45,610","62,820","85,190",,
11-9031,"Education Administrators, Preschool and Childcare Center/Program",detailed,"46,760",1.6,25.37,"52,760",1.0,13.89,16.90,21.96,29.87,41.76,"28,890","35,150","45,670","62,130","86,870",,
47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining",broad,"105,120",2.4,25.33,"52,680",1.0,14.83,17.71,22.71,29.25,38.14,"30,840","36,850","47,240","60,830","79,340",,
49-9044,Millwrights,detailed,"40,030",2.6,25.31,"52,650",0.7,15.49,19.49,24.71,30.75,36.71,"32,210","40,540","51,390","63,960","76,350",,
