title,mediaType,eps,duration,startYr,finishYr,description,contentWarn,watched,watching,rating,votes,studio_primary,studios_colab,genre
Queen's Blade 2: The Evil Eye Specials,DVD Special,6,3,2009,2010,,Yes,1885,52,2.578,1083,Others,No,Other
Karasu Tengu Kabuto,TV,34,10,1990,1991,,No,128,7,2.593,64,Others,No,Drama
Osomatsu-san 2nd Season: Short Film Series,DVD Special,4,6,2018,2018,,No,43,3,3.005,18,Others,No,Comedy
Mamotte Shugogetten!,TV,22,5,1998,1999,"Shichiri Tasuke is an average teenager, who lives on his own while his archeologist father roams the globe searching for ancient artifacts. One day, Tasuke receives a package that contains one of these artifacts, and from it appears Shaorin: a guardian spirit charged with protecting the person who brings her forth. Shortly thereafter, a second artifact arrives which contains another spirit, Ruuan, whose job is to bring her master happiness. Unfortunately, Ruuan and Shaorin are old rivals and they cause no end of trouble while vying for Tasuke's attention.",No,1175,118,3.061,774,Toei Animation,No,Other
Queen's Blade: Grimoire,OVA,2,25,2016,2016,"After the wandering warrior Leina's championship has ended, the royal court's magician Alicia uses black magic and opens a doorway to another dimension. From that door, a rabbit lures Alicia into another dimension called Melfairland. Melfairland is holding a tournament of its own to award out a Queen's Blade, and Alicia enters the tournament in order to find a way to return to her own world.",Yes,375,58,2.604,249,Others,No,Other
Hitorijime My Hero,TV,12,5,2017,2017,"High schooler Masahiro Setagawa is a fairly helpless delinquent, so much so that the neighborhood bullies use him to run their errands. His life changes when he meets high school teacher Kosuke Oshiba, a man whose fighting abilities have earned him a powerful reputation on the streets. Oshiba finds himself with a desire to protect Setagawa, and despite swearing that he's not interested in men, Setagawa finds himself getting more involved in Oshiba's affairs…",No,4649,199,4.098,3100,Others,No,Other
RIN-NE,TV,25,5,2015,2015,"As a child Sakura Mamiya mysteriously disappeared in the woods behind her grandma's home. She returned whole and healthy, but since then she has had the power to see ghosts. Now a teenager, she just wishes the ghosts would leave her alone! At school, the desk next to Sakura's has been empty since the start of the school year. Then one day her always-absent classmate Rinne Rokudo shows up, and he's far more than what he seems!",No,2653,199,3.305,2699,Others,No,Other
House of Flame,Movie,1,19,1979,1979,"On his way to the capital, a wandering monk arrives in the small hamlet of Ikuta looking for a legendary monument known as the Seeker’s Mound. When he gets no hint to its whereabouts after asking the local women, he heads to the river, only to be approached by a mysterious solitary maiden claiming to know the place well. After leading the monk to the mound, she begins to tell him its tragic tale and that of the beautiful Maid of Unai who lays buried there...",No,140,2,3.045,91,Others,No,Other
Infinity Nado 3,TV,34,5,2015,2015,Third season of Infinity Nado.,No,24,11,3.238,17,Others,No,Other
Kairisei Million Arthur,Web,2,2,2014,2018,,No,40,7,2.081,21,Others,No,Other
Violinist of Hamelin,TV,25,,1996,1997,"Hamelin is a musical young man with no recollection of his past, who lives in the village of Staccato. After a tragic disaster, he and Flute, his childhood friend, and Oboe, a talking bird, must embark on a dangerous quest to embrace their destinies. Guilt, betrayal, and loss all play a part in this musical tale of the violinist with magical abilities, and those who he desires to protect.",No,702,52,2.966,520,Studio Deen,No,Adventure
DNA² OVA,OVA,3,36.5,1995,1995,"In the present, a crisis has been averted: Junta is safe from becoming the ultimate studmuffin, the Mega-Playboy! Unfortunately, a young woman from the future has just arrived with plans of her own. This lass, who happens to be a distant relative of Junta, is here to make sure he becomes the Mega-Playboy once more! Ulterior motives abound, as these villains from the future have more in store for Junta and his lineage than he possibly could have imagined. With the help of Karin, can Junta put a stop to this madness before his DNA consumes him once and for all?",No,3917,42,3.133,2146,MADHOUSE,Yes,Romance
Shijin no Shougai,Movie,1,19,1974,1974,"After his mother suddenly disappears and he is fired from his job for daring to confront his boss about unfair wages, a man begins to live a solitary life. Unable to relieve the suffering of his ex-co-workers, the man scribbles down encouraging words to hand out to them as they leave for the day. As the harshest winter the town has ever known sets in, all hope for survival seems lost, but amidst the snow, ice and suffering, one man awakens to his true calling as a poet.",No,102,0,2.317,73,Others,No,Other
Yatogame-chan Kansatsu Nikki 2nd Season,TV,12,3,2020,2020,Second season of Yatogame-chan Kansatsu Nikki.,No,318,82,2.618,251,Others,No,Other
revisions,TV,12,5,2019,2019,"Daisuke Doujima is a second-year high school student who, as a child, was kidnapped. Daisuke, along with his friends Gai, Luu, Marimari, and Keisaku, get wrapped up in the mysterious phenomenon known as the ""Shibuya Drift."" The central area of Shibuya rises up and is transported at least 300 years in the ""future."" What awaits them is a vast wasteland and forest dotted with ruins. There, they will work with the future people ""revisions"" to operate giant mechanical monsters. Daisuke meets a girl named Milo, who has the same name as the person who kidnapped Daisuke. Milo informs Daisuke that he's the only one who can operate the ""doll weapon String Puppet"" and protect Shibuya. Daisuke and his friends must take back the present by fighting the future in a town of isolation, against an unknown enemy.",No,966,172,2.61,818,Others,No,Other
Beet the Vandel Buster Excellion,TV,25,5,2005,2006,"The rookie Buster Beet, his childhood friend Poala, comrade Milfa and friend Kissu are still on a quest to put an end to what humans call the ""Dark Era"" - a time when demonic Vandels destroy cities and lives aplenty. On a voyage abroad, the ship is attacked by a powerful Vandel known as the Dark Dungeon Warden Vaus and the remaining crew washes ashore in a distant land. Is it there that Beet and friends encounter twelve-year-old Leon - a powerful Tengeki user whose powers strengthen Beet's fighting ability - and the town of Shantigo. Together, they will combat the forces of the Vandels and try to put an end to Vaus.",No,1912,113,3.265,1145,Toei Animation,No,Other
Gakumon! Ookami Shoujo wa Kujikenai Special,Web,1,5,2014,2014,,No,39,1,2.382,16,Others,No,Other
Tanoshii ne,Music Video,1,2,1967,1970,,No,16,1,1.639,10,Others,No,Other
Manga Kamishibai Kintarou no Maki,Movie,1,8,1967,1970,"Kintaro, gentle and strong, is popular in the forest. He eventually becomes a great samurai with the name Sakata no Kintoki.",No,39,1,1.56,26,Others,No,Other
Sohryuden: Legend of the Dragon Kings,OVA,12,47,1991,1993,"What if dragons existed, hidden in plain sight, magically disguised as the boys next door? The Ryudo brothers seem like typical neighbors, but they hide a mystical secret. They are ancient dragons pledged to protect humanity from evil. Now, as mankind drives itself to extinction, the brothers answer the call of their destiny. Firebreathing dragons once more roam free, and the Earth is transformed into a world of enchantment! ",Yes,136,14,2.987,104,Others,No,Other
Heidi,TV,34,5,1974,1974,"When Heidi's parents died while she was a baby, she was left in the care of her selfish aunt Dete. However, now that Dete has found work abroad she has left five-year-old Heidi at her grandfather's house; he is a cantankerous old man who lives in the hills of Dorfli Village, with only his goats and the young goat herder Peter as his makeshift friends. In her new home, Heidi will learn to love the countryside, make friends with the flowers and goats, and most importantly warm the hearts of all of the people around her.",No,3563,47,2.978,2191,Others,No,Other
Motto! Ojamajo Doremi,TV,34,5,2001,2002,"Unbeknown to 5th grade student Doremi Harukaze and her friends, the Witch Queen assembles a council composed of high ranking witches to request that the four human girls attain the permission to become witches. Half of the council disagrees making the Queen reformulate her proposition. She instead asks that the girls become witch apprentices once again and that in order to become full-fledged witches they should convince the council members who voted against the appeal that they are worthy. Unanimously accepted; Doremi, Hazuki, Aiko, and Onpu will have to learn how to make sweets to persuade the six senior witches. To help them familiarize with the process of making sweets, the Witch Queen introduces them to a witch apprentice named Momoko Asuka. She lived in New York for many years assisting in a bakery owned by a witch.",No,1051,49,3.684,635,Toei Animation,No,Other
Omoi: Kakokei ni Dekimasu ka,Music Video,1,4,2019,2019,,No,18,0,2.143,11,Others,No,Other
Maetel Legend,OVA,2,45,2000,2001,"La Metalle, once the sister planet to Earth, is now covered by ice and snow; its inhabitants struggle to survive the crippling cold. All seems lost for humanity until a scientist named Hardgear proposes a solution called mechanization.  He intends to give each person a metal body that can withstand the planet's harsh climate, effectively creating a world of cyborgs. Princesses Maetel and Emeraldes openly oppose mechanization, fearing that they will become heartless monsters; while their mother, the Queen, undergoes the process and in turn forces her subjects to do the same.  Determined to remain human, the princesses chose to face their destinies and take on the ruthless Hardgear, even if they must pay the ultimate price with their lives.",No,379,12,3.133,261,Others,No,Sci Fi
